"RECORD_ID","FK_PROJECT_CODE","STATION_ID","SURVEY_AREA","STANDARD_STATION","BED","Area_Sq_NM","Area_Sq_Km","Color","Centroid_Lat_DD","Centroid_Long_DD","sqnm_alb","sqnm_utm"
90,"D01","C 09","Kamishak","YES","North",1.026727,3.521570,"white",59.316666,-153.158333,1.027500,1.026727
89,"D01","C 10","Kamishak","YES","North",1.027227,3.523290,"black",59.300000,-153.158333,1.028000,1.027227
88,"D01","C 11","Kamishak","YES","North",1.027726,3.525000,"white",59.283333,-153.158333,1.028500,1.027726
87,"D01","C 12","Kamishak","YES","North",1.028226,3.526720,"black",59.266666,-153.158333,1.029000,1.028226
112,"D01","D 00","Kamishak","YES","North",1.022224,3.506130,"white",59.466666,-153.125000,1.022220,1.022224
111,"D01","D 01","Kamishak","YES","North",1.022725,3.507850,"black",59.450000,-153.125000,1.023500,1.022725
110,"D01","D 02","Kamishak","YES","North",1.023225,3.509560,"white",59.433333,-153.125000,1.024000,1.023225
109,"D01","D 03","Kamishak","YES","North",1.023726,3.511280,"black",59.416666,-153.125000,1.024500,1.023726
108,"D01","D 04","Kamishak","YES","North",1.024226,3.513000,"white",59.400000,-153.125000,1.025000,1.024226
107,"D01","D 05","Kamishak","YES","North",1.024726,3.514710,"black",59.383333,-153.125000,1.025500,1.024726
106,"D01","D 06","Kamishak","YES","North",1.025226,3.516430,"white",59.366666,-153.125000,1.026000,1.025226
105,"D01","D 07","Kamishak","YES","North",1.025726,3.518140,"black",59.350000,-153.125000,1.026500,1.025726
104,"D01","D 08","Kamishak","YES","North",1.026226,3.519860,"white",59.333333,-153.125000,1.027000,1.026226
103,"D01","D 09","Kamishak","YES","North",1.026726,3.521570,"black",59.316666,-153.125000,1.027500,1.026726
102,"D01","D 10","Kamishak","YES","North",1.027226,3.523290,"white",59.300000,-153.125000,1.028000,1.027226
101,"D01","D 11","Kamishak","YES","North",1.027726,3.525000,"black",59.283333,-153.125000,1.028500,1.027726
100,"D01","D 12","Kamishak","YES","North",1.028225,3.526710,"white",59.266666,-153.125000,1.029000,1.028225
125,"D01","E 00","Kamishak","YES","North",1.022223,3.506130,"black",59.466666,-153.091667,1.023000,1.022223
124,"D01","E 01","Kamishak","YES","North",1.022724,3.507840,"white",59.450000,-153.091667,1.023500,1.022724
123,"D01","E 02","Kamishak","YES","North",1.023225,3.509560,"black",59.433333,-153.091667,1.024000,1.023225
122,"D01","E 03","Kamishak","YES","North",1.023725,3.511280,"white",59.416666,-153.091667,1.024500,1.023725
121,"D01","E 04","Kamishak","YES","North",1.024225,3.512990,"black",59.400000,-153.091667,1.025000,1.024225
120,"D01","E 05","Kamishak","YES","North",1.024726,3.514710,"white",59.383333,-153.091667,1.025500,1.024726
119,"D01","E 06","Kamishak","YES","North",1.025226,3.516420,"black",59.366666,-153.091667,1.026000,1.025226
118,"D01","E 07","Kamishak","YES","North",1.025726,3.518140,"white",59.350000,-153.091667,1.026500,1.025726
117,"D01","E 08","Kamishak","YES","North",1.026226,3.519850,"black",59.333333,-153.091667,1.027000,1.026226
116,"D01","E 09","Kamishak","YES","North",1.026725,3.521570,"white",59.316666,-153.091667,1.027500,1.026725
115,"D01","E 10","Kamishak","YES","North",1.027225,3.523280,"black",59.300000,-153.091667,1.028000,1.027225
114,"D01","E 11","Kamishak","YES","North",1.027725,3.525000,"white",59.283333,-153.091667,1.028500,1.027725
113,"D01","E 12","Kamishak","YES","North",1.028225,3.526710,"black",59.266666,-153.091667,1.029000,1.028225
136,"D01","F 00","Kamishak","YES","North",1.022223,3.506130,"white",59.466666,-153.058333,1.023000,1.022223
135,"D01","F 01","Kamishak","YES","North",1.022724,3.507840,"black",59.450000,-153.058333,1.023500,1.022724
134,"D01","F 02","Kamishak","YES","North",1.023224,3.509560,"white",59.433333,-153.058333,1.024000,1.023224
133,"D01","F 03","Kamishak","YES","North",1.023725,3.511280,"black",59.416666,-153.058333,1.024500,1.023725
132,"D01","F 04","Kamishak","YES","North",1.024225,3.512990,"white",59.400000,-153.058333,1.025000,1.024225
131,"D01","F 05","Kamishak","YES","North",1.024725,3.514710,"black",59.383333,-153.058333,1.025500,1.024725
130,"D01","F 06","Kamishak","YES","North",1.025225,3.516420,"white",59.366666,-153.058333,1.026000,1.025225
129,"D01","F 07","Kamishak","YES","North",1.025725,3.518140,"black",59.350000,-153.058333,1.026500,1.025725
128,"D01","F 08","Kamishak","YES","North",1.026225,3.519850,"white",59.333333,-153.058333,1.027000,1.026225
127,"D01","F 09","Kamishak","YES","North",1.026725,3.521570,"black",59.316666,-153.058333,1.027500,1.026725
126,"D01","F 10","Kamishak","YES","North",1.027225,3.523280,"white",59.300000,-153.058333,1.028000,1.027225
146,"D01","G 01","Kamishak","YES","North",1.022723,3.507840,"white",59.450000,-153.025000,1.023500,1.022723
145,"D01","G 02","Kamishak","YES","North",1.023224,3.509560,"black",59.433333,-153.025000,1.024000,1.023224
144,"D01","G 03","Kamishak","YES","North",1.023724,3.511280,"white",59.416666,-153.025000,1.024500,1.023724
143,"D01","G 04","Kamishak","YES","North",1.024225,3.512990,"black",59.400000,-153.025000,1.025000,1.024225
142,"D01","G 05","Kamishak","YES","North",1.024725,3.514710,"white",59.383333,-153.025000,1.025500,1.024725
141,"D01","G 06","Kamishak","YES","North",1.025225,3.516420,"black",59.366666,-153.025000,1.026000,1.025225
140,"D01","G 07","Kamishak","YES","North",1.025725,3.518140,"white",59.350000,-153.025000,1.026500,1.025725
139,"D01","G 08","Kamishak","YES","North",1.026225,3.519850,"black",59.333333,-153.025000,1.027000,1.026225
138,"D01","G 09","Kamishak","YES","North",1.026725,3.521570,"white",59.316666,-153.025000,1.027500,1.026725
137,"D01","G 10","Kamishak","YES","North",1.027225,3.523280,"black",59.300000,-153.025000,1.028000,1.027225
154,"D01","H 02","Kamishak","YES","North",1.023224,3.509560,"white",59.433333,-152.991667,1.024000,1.023224
153,"D01","H 03","Kamishak","YES","North",1.023724,3.511280,"black",59.416666,-152.991667,1.024500,1.023724
152,"D01","H 04","Kamishak","YES","North",1.024225,3.512990,"white",59.400000,-152.991667,1.025000,1.024225
151,"D01","H 05","Kamishak","YES","North",1.024725,3.514710,"black",59.383333,-152.991667,1.025500,1.024725
150,"D01","H 06","Kamishak","YES","North",1.025225,3.516420,"white",59.366666,-152.991667,1.026000,1.025225
149,"D01","H 07","Kamishak","YES","North",1.025725,3.518140,"black",59.350000,-152.991667,1.026500,1.025725
148,"D01","H 08","Kamishak","YES","North",1.026225,3.519850,"white",59.333333,-152.991667,1.027000,1.026225
147,"D01","H 09","Kamishak","YES","North",1.026725,3.521570,"black",59.316666,-152.991667,1.027500,1.026725
2,"D01","H 16","Kamishak","YES","South",1.030221,3.533560,"white",59.200000,-152.991667,1.031000,1.030221
1,"D01","H 17","Kamishak","YES","South",1.030720,3.535270,"black",59.183333,-152.991667,1.031500,1.030720
45,"D01","H 18","Kamishak","YES","South",1.031724,3.538710,"white",59.166662,-152.991667,1.032600,1.031724
46,"D01","H 19","Kamishak","YES","South",1.033235,3.543900,"black",59.149979,-152.991667,1.034100,1.033235
6,"D01","I 14","Kamishak","YES","South",1.029223,3.530130,"black",59.233333,-152.958333,1.030000,1.029223
5,"D01","I 15","Kamishak","YES","South",1.029722,3.531850,"white",59.216666,-152.958333,1.030500,1.029722
4,"D01","I 16","Kamishak","YES","South",1.030221,3.533560,"black",59.200000,-152.958333,1.031000,1.030221
3,"D01","I 17","Kamishak","YES","South",1.030720,3.535270,"white",59.183333,-152.958333,1.031500,1.030720
47,"D01","I 18","Kamishak","YES","South",1.031724,3.538710,"black",59.166662,-152.958333,1.032600,1.031724
48,"D01","I 19","Kamishak","YES","South",1.033235,3.543900,"white",59.149979,-152.958333,1.034100,1.033235
61,"D01","I 20","Kamishak","YES","South",1.034241,3.547350,"black",59.133284,-152.958333,1.035100,1.034241
11,"D01","J 13","Kamishak","YES","South",1.028724,3.528420,"black",59.250000,-152.925000,1.029500,1.028724
10,"D01","J 14","Kamishak","YES","South",1.029223,3.530140,"white",59.233333,-152.925000,1.030000,1.029223
9,"D01","J 15","Kamishak","YES","South",1.029722,3.531850,"black",59.216666,-152.925000,1.030500,1.029722
8,"D01","J 16","Kamishak","YES","South",1.030222,3.533560,"white",59.200000,-152.925000,1.031000,1.030222
7,"D01","J 17","Kamishak","YES","South",1.030721,3.535270,"black",59.183333,-152.925000,1.031500,1.030721
49,"D01","J 18","Kamishak","YES","South",1.031725,3.538720,"white",59.166662,-152.925000,1.032600,1.031725
50,"D01","J 19","Kamishak","YES","South",1.033235,3.543900,"black",59.149979,-152.925000,1.034100,1.033235
62,"D01","J 20","Kamishak","YES","South",1.034242,3.547350,"white",59.133284,-152.925000,1.035100,1.034242
17,"D01","K 12","Kamishak","YES","South",1.028225,3.526710,"black",59.266666,-152.891666,1.029000,1.028225
16,"D01","K 13","Kamishak","YES","South",1.028724,3.528420,"white",59.250000,-152.891666,1.029500,1.028724
15,"D01","K 14","Kamishak","YES","South",1.029224,3.530140,"black",59.233333,-152.891666,1.030000,1.029224
14,"D01","K 15","Kamishak","YES","South",1.029723,3.531850,"white",59.216666,-152.891666,1.030500,1.029723
13,"D01","K 16","Kamishak","YES","South",1.030222,3.533560,"black",59.200000,-152.891666,1.031000,1.030222
12,"D01","K 17","Kamishak","YES","South",1.030721,3.535270,"white",59.183333,-152.891666,1.031500,1.030721
51,"D01","K 18","Kamishak","YES","South",1.031725,3.538720,"black",59.166662,-152.891666,1.032600,1.031725
52,"D01","K 19","Kamishak","YES","South",1.033236,3.543900,"white",59.149979,-152.891666,1.034100,1.033236
63,"D01","K 20","Kamishak","YES","South",1.034242,3.547350,"black",59.133284,-152.891666,1.035100,1.034242
23,"D01","L 12","Kamishak","YES","South",1.028225,3.526710,"white",59.266666,-152.858333,1.029000,1.028225
22,"D01","L 13","Kamishak","YES","South",1.028725,3.528430,"black",59.250000,-152.858333,1.029500,1.028725
21,"D01","L 14","Kamishak","YES","South",1.029224,3.530140,"white",59.233333,-152.858333,1.030000,1.029224
20,"D01","L 15","Kamishak","YES","South",1.029724,3.531850,"black",59.216666,-152.858333,1.030500,1.029724
19,"D01","L 16","Kamishak","YES","South",1.030223,3.533560,"white",59.200000,-152.858333,1.031000,1.030223
18,"D01","L 17","Kamishak","YES","South",1.030722,3.535280,"black",59.183333,-152.858333,1.031500,1.030722
53,"D01","L 18","Kamishak","YES","South",1.031726,3.538720,"white",59.166662,-152.858333,1.032600,1.031726
54,"D01","L 19","Kamishak","YES","South",1.033237,3.543900,"black",59.149979,-152.858333,1.034100,1.033237
64,"D01","L 20","Kamishak","YES","South",1.034243,3.547350,"white",59.133284,-152.858333,1.035100,1.034243
29,"D01","M 12","Kamishak","YES","South",1.028226,3.526720,"black",59.266666,-152.825000,1.029000,1.028226
28,"D01","M 13","Kamishak","YES","South",1.028726,3.528430,"white",59.250000,-152.825000,1.029500,1.028726
27,"D01","M 14","Kamishak","YES","South",1.029225,3.530140,"black",59.233333,-152.825000,1.030000,1.029225
26,"D01","M 15","Kamishak","YES","South",1.029725,3.531860,"white",59.216666,-152.825000,1.030500,1.029725
25,"D01","M 16","Kamishak","YES","South",1.030224,3.533570,"black",59.200000,-152.825000,1.031000,1.030224
24,"D01","M 17","Kamishak","YES","South",1.030723,3.535280,"white",59.183333,-152.825000,1.031500,1.030723
55,"D01","M 18","Kamishak","YES","South",1.031727,3.538720,"black",59.166662,-152.825000,1.032600,1.031727
56,"D01","M 19","Kamishak","YES","South",1.033237,3.543900,"white",59.149979,-152.825000,1.034100,1.033237
65,"D01","M 20","Kamishak","YES","South",1.034244,3.547360,"black",59.133284,-152.825000,1.035100,1.034244
35,"D01","N 12","Kamishak","YES","South",1.028227,3.526720,"white",59.266666,-152.791666,1.029000,1.028227
34,"D01","N 13","Kamishak","YES","South",1.028727,3.528430,"black",59.250000,-152.791666,1.029500,1.028727
33,"D01","N 14","Kamishak","YES","South",1.029226,3.530150,"white",59.233333,-152.791666,1.030000,1.029226
32,"D01","N 15","Kamishak","YES","South",1.029726,3.531860,"black",59.216666,-152.791666,1.030500,1.029726
31,"D01","N 16","Kamishak","YES","South",1.030225,3.533570,"white",59.200000,-152.791666,1.031000,1.030225
30,"D01","N 17","Kamishak","YES","South",1.030724,3.535280,"black",59.183333,-152.791666,1.031500,1.030724
57,"D01","N 18","Kamishak","YES","South",1.031728,3.538730,"white",59.166662,-152.791666,1.032600,1.031728
58,"D01","N 19","Kamishak","YES","South",1.033238,3.543910,"black",59.149979,-152.791666,1.034100,1.033238
66,"D01","N 20","Kamishak","YES","South",1.034245,3.547360,"white",59.133284,-152.791666,1.035100,1.034245
41,"D01","O 12","Kamishak","YES","South",1.028229,3.526720,"black",59.266666,-152.758333,1.029000,1.028229
40,"D01","O 13","Kamishak","YES","South",1.028728,3.528440,"white",59.250000,-152.758333,1.029500,1.028728
39,"D01","O 14","Kamishak","YES","South",1.029228,3.530150,"black",59.233333,-152.758333,1.030000,1.029228
38,"D01","O 15","Kamishak","YES","South",1.029727,3.531860,"white",59.216666,-152.758333,1.030500,1.029727
37,"D01","O 16","Kamishak","YES","South",1.030226,3.533580,"black",59.200000,-152.758333,1.031000,1.030226
36,"D01","O 17","Kamishak","YES","South",1.030725,3.535290,"white",59.183333,-152.758333,1.031500,1.030725
59,"D01","O 18","Kamishak","YES","South",1.031729,3.538730,"black",59.166662,-152.758333,1.032600,1.031729
60,"D01","O 19","Kamishak","YES","South",1.033240,3.543910,"white",59.149979,-152.758333,1.034100,1.033240
44,"D01","P 15","Kamishak","YES","South",1.029728,3.531870,"black",59.216666,-152.725000,1.030500,1.029728
43,"D01","P 16","Kamishak","YES","South",1.030227,3.533580,"white",59.200000,-152.725000,1.031000,1.030227
42,"D01","P 17","Kamishak","YES","South",1.030727,3.535290,"black",59.183333,-152.725000,1.031500,1.030727
273,"D02","E 10","Kayak","YES","East",1.011108,3.468000,"black",59.858335,-144.283404,1.011300,1.011108
260,"D02","E 11","Kayak","YES","East",1.011122,3.468050,"white",59.858335,-144.250074,1.011300,1.011122
254,"D02","E 12","Kayak","YES","East",1.011136,3.468100,"black",59.858335,-144.216744,1.011300,1.011136
212,"D02","E 13","Kayak","YES","East",1.011151,3.468150,"white",59.858335,-144.183414,1.011300,1.011151
218,"D02","E 14","Kayak","YES","East",1.011165,3.468200,"black",59.858335,-144.150084,1.011300,1.011165
227,"D02","E 15","Kayak","YES","East",1.011180,3.468250,"white",59.858335,-144.116754,1.011300,1.011180
224,"D02","E 16","Kayak","YES","East",1.011195,3.468300,"black",59.858335,-144.083424,1.011300,1.011195
266,"D02","F 09","Kayak","YES","East",1.011597,3.469680,"black",59.841665,-144.316734,1.011800,1.011597
274,"D02","F 10","Kayak","YES","East",1.011611,3.469730,"white",59.841665,-144.283404,1.011800,1.011611
261,"D02","F 11","Kayak","YES","East",1.011625,3.469780,"black",59.841665,-144.250074,1.011800,1.011625
255,"D02","F 12","Kayak","YES","East",1.011640,3.469830,"white",59.841665,-144.216744,1.011800,1.011640
213,"D02","F 13","Kayak","YES","East",1.011654,3.469880,"black",59.841665,-144.183414,1.011800,1.011654
219,"D02","F 14","Kayak","YES","East",1.011669,3.469930,"white",59.841665,-144.150084,1.011800,1.011669
228,"D02","F 15","Kayak","YES","East",1.011684,3.469980,"black",59.841665,-144.116754,1.011800,1.011684
225,"D02","F 16","Kayak","YES","East",1.011699,3.470030,"white",59.841665,-144.083424,1.011800,1.011699
248,"D02","G 07","Kayak","YES","East",1.011466,3.469230,"white",59.825000,-144.383394,1.011700,1.011466
242,"D02","G 08","Kayak","YES","East",1.011480,3.469280,"black",59.825000,-144.350064,1.011700,1.011480
267,"D02","G 09","Kayak","YES","East",1.011494,3.469330,"white",59.825000,-144.316734,1.011700,1.011494
275,"D02","G 10","Kayak","YES","East",1.011508,3.469370,"black",59.825000,-144.283404,1.011700,1.011508
262,"D02","G 11","Kayak","YES","East",1.011522,3.469420,"white",59.825000,-144.250074,1.011700,1.011522
256,"D02","G 12","Kayak","YES","East",1.011536,3.469470,"black",59.825000,-144.216744,1.011700,1.011536
214,"D02","G 13","Kayak","YES","East",1.011551,3.469520,"white",59.825000,-144.183414,1.011700,1.011551
220,"D02","G 14","Kayak","YES","East",1.011565,3.469570,"black",59.825000,-144.150084,1.011700,1.011565
229,"D02","G 15","Kayak","YES","East",1.011580,3.469620,"white",59.825000,-144.116754,1.011700,1.011580
226,"D02","G 16","Kayak","YES","East",1.011595,3.469670,"black",59.825000,-144.083424,1.011700,1.011595
188,"D02","G 33","Kayak","YES","West",1.011304,3.468670,"black",59.825000,-144.816684,1.011700,1.011304
172,"D02","G 34","Kayak","YES","West",1.011315,3.468710,"white",59.825000,-144.783354,1.011700,1.011315
165,"D02","G 35","Kayak","YES","West",1.011327,3.468750,"black",59.825000,-144.750024,1.011700,1.011327
206,"D02","G 36","Kayak","YES","West",1.011339,3.468790,"white",59.825000,-144.716694,1.011700,1.011339
232,"D02","H 05","Kayak","YES","East",1.012550,3.472950,"black",59.808335,-144.450054,1.012900,1.012550
237,"D02","H 06","Kayak","YES","East",1.012563,3.472990,"white",59.808335,-144.416724,1.012900,1.012563
249,"D02","H 07","Kayak","YES","East",1.012577,3.473040,"black",59.808335,-144.383394,1.012900,1.012577
243,"D02","H 08","Kayak","YES","East",1.012590,3.473090,"white",59.808335,-144.350064,1.012900,1.012590
268,"D02","H 09","Kayak","YES","East",1.012604,3.473130,"black",59.808335,-144.316734,1.012900,1.012604
276,"D02","H 10","Kayak","YES","East",1.012618,3.473180,"white",59.808335,-144.283404,1.012900,1.012618
263,"D02","H 11","Kayak","YES","East",1.012632,3.473230,"black",59.808335,-144.250074,1.012900,1.012632
257,"D02","H 12","Kayak","YES","East",1.012647,3.473280,"white",59.808335,-144.216744,1.012900,1.012647
215,"D02","H 13","Kayak","YES","East",1.012661,3.473330,"black",59.808335,-144.183414,1.012900,1.012661
221,"D02","H 14","Kayak","YES","East",1.012676,3.473380,"white",59.808335,-144.150084,1.012900,1.012676
230,"D02","H 15","Kayak","YES","East",1.012691,3.473430,"black",59.808335,-144.116754,1.012900,1.012691
280,"D02","H 16","Kayak","YES","East",1.012098,3.471371,"white",59.808335,-144.083424,1.012200,1.012098
180,"D02","H 32","Kayak","YES","West",1.012403,3.472440,"black",59.808335,-144.850014,1.012900,1.012403
189,"D02","H 33","Kayak","YES","West",1.012414,3.472480,"white",59.808335,-144.816684,1.012900,1.012414
173,"D02","H 34","Kayak","YES","West",1.012426,3.472520,"black",59.808335,-144.783354,1.012900,1.012426
166,"D02","H 35","Kayak","YES","West",1.012437,3.472560,"white",59.808335,-144.750024,1.012900,1.012437
207,"D02","H 36","Kayak","YES","West",1.012449,3.472600,"black",59.808335,-144.716694,1.012900,1.012449
197,"D02","I 04","Kayak","YES","East",1.013040,3.474630,"black",59.791665,-144.483384,1.013400,1.013040
233,"D02","I 05","Kayak","YES","East",1.013053,3.474670,"white",59.791665,-144.450054,1.013400,1.013053
238,"D02","I 06","Kayak","YES","East",1.013066,3.474720,"black",59.791665,-144.416724,1.013400,1.013066
250,"D02","I 07","Kayak","YES","East",1.013080,3.474770,"white",59.791665,-144.383394,1.013400,1.013080
244,"D02","I 08","Kayak","YES","East",1.013094,3.474810,"black",59.791665,-144.350064,1.013400,1.013094
269,"D02","I 09","Kayak","YES","East",1.013108,3.474860,"white",59.791665,-144.316734,1.013400,1.013108
277,"D02","I 10","Kayak","YES","East",1.013122,3.474910,"black",59.791665,-144.283404,1.013400,1.013122
264,"D02","I 11","Kayak","YES","East",1.013136,3.474960,"white",59.791665,-144.250074,1.013400,1.013136
258,"D02","I 12","Kayak","YES","East",1.013150,3.475010,"black",59.791665,-144.216744,1.013400,1.013150
216,"D02","I 13","Kayak","YES","East",1.013165,3.475060,"white",59.791665,-144.183414,1.013400,1.013165
222,"D02","I 14","Kayak","YES","East",1.013180,3.475110,"black",59.791665,-144.150084,1.013400,1.013180
231,"D02","I 15","Kayak","YES","East",1.013195,3.475160,"white",59.791665,-144.116754,1.013400,1.013195
155,"D02","I 31","Kayak","YES","West",1.012895,3.474130,"black",59.791665,-144.883344,1.013400,1.012895
181,"D02","I 32","Kayak","YES","West",1.012906,3.474170,"white",59.791665,-144.850014,1.013400,1.012906
190,"D02","I 33","Kayak","YES","West",1.012917,3.474210,"black",59.791665,-144.816684,1.013400,1.012917
174,"D02","I 34","Kayak","YES","West",1.012929,3.474250,"white",59.791665,-144.783354,1.013400,1.012929
167,"D02","I 35","Kayak","YES","West",1.012940,3.474290,"black",59.791665,-144.750024,1.013400,1.012940
208,"D02","I 36","Kayak","YES","West",1.012952,3.474330,"white",59.791665,-144.716694,1.013400,1.012952
201,"D02","J 03","Kayak","YES","East",1.012922,3.474220,"black",59.775000,-144.516714,1.013300,1.012922
198,"D02","J 04","Kayak","YES","East",1.012935,3.474270,"white",59.775000,-144.483384,1.013300,1.012935
234,"D02","J 05","Kayak","YES","East",1.012948,3.474310,"black",59.775000,-144.450054,1.013300,1.012948
239,"D02","J 06","Kayak","YES","East",1.012961,3.474360,"white",59.775000,-144.416724,1.013300,1.012961
251,"D02","J 07","Kayak","YES","East",1.012975,3.474410,"black",59.775000,-144.383394,1.013300,1.012975
245,"D02","J 08","Kayak","YES","East",1.012989,3.474450,"white",59.775000,-144.350064,1.013300,1.012989
270,"D02","J 09","Kayak","YES","East",1.013003,3.474500,"black",59.775000,-144.316734,1.013300,1.013003
278,"D02","J 10","Kayak","YES","East",1.013017,3.474550,"white",59.775000,-144.283404,1.013300,1.013017
265,"D02","J 11","Kayak","YES","East",1.013031,3.474600,"black",59.775000,-144.250074,1.013300,1.013031
259,"D02","J 12","Kayak","YES","East",1.013045,3.474650,"white",59.775000,-144.216744,1.013300,1.013045
217,"D02","J 13","Kayak","YES","East",1.013060,3.474700,"black",59.775000,-144.183414,1.013300,1.013060
223,"D02","J 14","Kayak","YES","East",1.013075,3.474750,"white",59.775000,-144.150084,1.013300,1.013075
156,"D02","J 31","Kayak","YES","West",1.012790,3.473770,"white",59.775000,-144.883344,1.013300,1.012790
182,"D02","J 32","Kayak","YES","West",1.012801,3.473810,"black",59.775000,-144.850014,1.013300,1.012801
191,"D02","J 33","Kayak","YES","West",1.012812,3.473850,"white",59.775000,-144.816684,1.013300,1.012812
175,"D02","J 34","Kayak","YES","West",1.012824,3.473890,"black",59.775000,-144.783354,1.013300,1.012824
168,"D02","J 35","Kayak","YES","West",1.012835,3.473930,"white",59.775000,-144.750024,1.013300,1.012835
209,"D02","J 36","Kayak","YES","West",1.012847,3.473970,"black",59.775000,-144.716694,1.013300,1.012847
204,"D02","K 02","Kayak","YES","East",1.014020,3.477990,"black",59.758335,-144.550044,1.014400,1.014020
202,"D02","K 03","Kayak","YES","East",1.014033,3.478030,"white",59.758335,-144.516714,1.014400,1.014033
199,"D02","K 04","Kayak","YES","East",1.014046,3.478080,"black",59.758335,-144.483384,1.014400,1.014046
235,"D02","K 05","Kayak","YES","East",1.014059,3.478120,"white",59.758335,-144.450054,1.014400,1.014059
240,"D02","K 06","Kayak","YES","East",1.014073,3.478170,"black",59.758335,-144.416724,1.014400,1.014073
252,"D02","K 07","Kayak","YES","East",1.014086,3.478220,"white",59.758335,-144.383394,1.014400,1.014086
246,"D02","K 08","Kayak","YES","East",1.014100,3.478260,"black",59.758335,-144.350064,1.014400,1.014100
271,"D02","K 09","Kayak","YES","East",1.014114,3.478310,"white",59.758335,-144.316734,1.014400,1.014114
279,"D02","K 10","Kayak","YES","East",1.014128,3.478360,"black",59.758335,-144.283404,1.014400,1.014128
157,"D02","K 31","Kayak","YES","West",1.013901,3.477580,"black",59.758335,-144.883344,1.014400,1.013901
183,"D02","K 32","Kayak","YES","West",1.013912,3.477620,"white",59.758335,-144.850014,1.014400,1.013912
192,"D02","K 33","Kayak","YES","West",1.013923,3.477660,"black",59.758335,-144.816684,1.014400,1.013923
176,"D02","K 34","Kayak","YES","West",1.013935,3.477700,"white",59.758335,-144.783354,1.014400,1.013935
169,"D02","K 35","Kayak","YES","West",1.013946,3.477740,"black",59.758335,-144.750024,1.014400,1.013946
210,"D02","K 36","Kayak","YES","West",1.013958,3.477780,"white",59.758335,-144.716694,1.014400,1.013958
205,"D02","L 02","Kayak","YES","East",1.014523,3.479720,"white",59.741665,-144.550044,1.014900,1.014523
